iter	Logloss
338	0.5102198182
339	0.5101941361
340	0.5101699131
341	0.5101492496
342	0.5101251819
343	0.5101136929
344	0.5100928386
345	0.5100748078
346	0.510055262
347	0.5100236862
348	0.5100030109
349	0.5099860219
350	0.5099708623
351	0.5099492882
352	0.5099217966
353	0.50990338
354	0.5098847965
355	0.5098697006
356	0.509853173
357	0.5098350548
358	0.5098100529
359	0.5097802865
360	0.5097639058
361	0.5097530733
362	0.509732642
363	0.5097142732
364	0.5097010185
365	0.5096759051
366	0.5096556789
367	0.5096327923
368	0.5096110709
369	0.509595124
370	0.5095746277
371	0.5095463369
372	0.5095176764
373	0.5094952195
374	0.5094846769
375	0.5094710007
376	0.5094532604
377	0.5094417954
378	0.5094267512
379	0.5094105576
380	0.5093993314
381	0.5093878422
382	0.5093724441
383	0.5093534391
384	0.5093352809
385	0.5093208013
386	0.5092897902
387	0.509276245
388	0.5092616899
389	0.5092426488
390	0.50922222
391	0.5091980251
392	0.5091811794
393	0.509159164
394	0.5091376966
395	0.5091028684
396	0.5090853033
397	0.5090689506
398	0.5090532662
399	0.509031549
400	0.5090011465
401	0.5089851557
402	0.5089707716
403	0.5089599545
404	0.5089422536
405	0.5089245312
406	0.5089055303
407	0.5088815699
408	0.5088528574
409	0.508832711
410	0.5088126122
411	0.5087913967
412	0.5087776887
413	0.5087654322
414	0.5087429555
415	0.5087298997
416	0.5087210195
417	0.508698475
418	0.508684588
419	0.5086716952
420	0.5086472498
421	0.5086363096
422	0.5086162857
423	0.5085876171
424	0.5085757315
425	0.5085615463
426	0.5085528689
427	0.5085302965
428	0.5085060457
429	0.5084897129
430	0.5084841136
431	0.5084704573
432	0.5084461312
433	0.5084240916
434	0.5084015871
435	0.5083785335
436	0.5083613101
437	0.5083494473
438	0.5083325183
439	0.5083217054
440	0.5083042156
441	0.5082799809
442	0.5082655373
443	0.5082513842
444	0.5082269706
445	0.5082045099
446	0.5081885667
447	0.5081587964
448	0.5081424875
449	0.508118563
450	0.5080807119
451	0.5080645383
452	0.5080482812
453	0.5080231917
454	0.5080070101
455	0.5079900572
456	0.5079718433
457	0.5079572284
458	0.5079279911
459	0.5079122349
460	0.5078969321
461	0.5078906647
462	0.5078793587
463	0.5078592677
464	0.5078405925
465	0.507830225
466	0.5078211856
467	0.5077975117
468	0.5077751103
469	0.5077554132
470	0.5077317636
471	0.5077098874
472	0.5076917654
473	0.5076821733
474	0.5076616294
475	0.5076458575
476	0.5076311751
477	0.5076192886
478	0.5075996197
479	0.5075857447
480	0.5075696504
481	0.5075596051
482	0.5075479411
483	0.507526077
484	0.5075076206
485	0.507493976
486	0.5074787842
487	0.5074676891
488	0.5074507519
489	0.5074428175
490	0.5074252081
491	0.5073926581
492	0.5073795349
493	0.5073652104
494	0.5073540503
495	0.5073319791
496	0.5073041294
497	0.5072847742
498	0.5072730506
499	0.5072634348
500	0.5072467085
501	0.507229326
502	0.5072111718
503	0.5072008122
504	0.5071805984
505	0.5071650769
506	0.5071478454
507	0.5071316088
508	0.5071150214
509	0.5071003432
510	0.5070891485
511	0.5070565713
512	0.5070397615
513	0.5070178137
514	0.5070040939
515	0.5069881628
516	0.5069704223
517	0.5069520732
518	0.5069241363
519	0.5069047573
520	0.5068885836
521	0.5068679799
522	0.5068475348
523	0.5068366185
524	0.5068288082
525	0.50681374
526	0.5067972918
527	0.5067862761
528	0.5067780878
529	0.5067683807
530	0.5067542711
531	0.5067373181
532	0.5067268593
533	0.5067147702
534	0.5066991574
535	0.5066910765
536	0.5066848726
537	0.5066743063
538	0.5066624235
539	0.5066480355
540	0.5066197245
541	0.5065953068
542	0.5065729965
543	0.5065570973
544	0.506534692
545	0.5065198149
546	0.5065121435
547	0.5064955325
548	0.5064759985
549	0.5064667285
550	0.5064588027
551	0.5064422393
552	0.5064273739
553	0.5064068177
554	0.5063891369
555	0.5063758465
556	0.5063624009
557	0.5063439457
558	0.5063318603
559	0.5063205344
560	0.5062920288
561	0.5062807904
562	0.5062610216
563	0.5062438101
564	0.5062187405
565	0.5062041707
566	0.5061884266
567	0.5061603584
568	0.5061437076
569	0.5061274628
570	0.5061209925
571	0.5060987341
572	0.5060846225
573	0.5060780927
574	0.5060682899
575	0.5060582642
576	0.5060379746
577	0.5060272332
578	0.5060166112
579	0.505998286
580	0.5059856836
581	0.5059673027
582	0.5059499078
583	0.5059304769
584	0.5059167133
585	0.5059015935
586	0.5058894565
587	0.5058763372
588	0.5058491364
589	0.5058254228
590	0.5058124666
591	0.5058052606
592	0.5057851977
593	0.5057683043
594	0.5057597662
595	0.5057480902
596	0.5057213662
597	0.5057085569
598	0.5056897865
599	0.5056791048
600	0.5056671984
601	0.5056534784
602	0.5056354915
603	0.5056190713
604	0.5055974574
605	0.5055754817
606	0.5055568903
607	0.5055422358
608	0.5055254258
609	0.5055103975
610	0.505494276
611	0.5054863184
612	0.5054669751
613	0.5054531518
614	0.5054458265
615	0.5054388074
616	0.5054196914
617	0.5053984395
618	0.5053927805
619	0.5053794542
620	0.5053486659
621	0.5053302652
622	0.5053206771
623	0.5053061619
624	0.5052927202
625	0.505277191
626	0.5052640717
627	0.5052420085
628	0.5052228721
629	0.5052142663
630	0.5051989518
631	0.5051856574
632	0.5051604245
633	0.5051318589
634	0.5051212129
635	0.50511073
636	0.5051033649
637	0.5050907784
638	0.505076772
639	0.5050652951
640	0.5050483223
641	0.5050234989
642	0.5050141414
643	0.5049995384
644	0.504991513
645	0.5049670633
646	0.5049449999
647	0.5049256846
648	0.5049051643
649	0.5048902513
650	0.5048817489
651	0.5048637856
652	0.5048466974
653	0.5048293072
654	0.5048053755
655	0.5047891541
656	0.504771179
657	0.5047499629
658	0.5047309574
659	0.5047126483
660	0.5046986498
661	0.5046708997
662	0.5046572077
663	0.5046416345
664	0.5046257153
665	0.5046226173
666	0.5046124128
667	0.5045822328
668	0.5045613507
669	0.5045420753
670	0.5045369609
671	0.5045201031
672	0.5045058423
673	0.5044980436
674	0.5044837431
675	0.5044682453
676	0.5044615565
677	0.5044471922
678	0.5044297142
679	0.504418281
680	0.5044004729
681	0.5043787197
682	0.504364964
683	0.5043480784
684	0.504337683
685	0.5043278165
686	0.5043011956
687	0.5042768856
688	0.5042588271
689	0.5042423911
690	0.5042283688
691	0.5042073753
692	0.5041966219
693	0.5041843255
694	0.5041582695
695	0.5041416027
696	0.5041217144
697	0.5040997546
698	0.5040830799
699	0.504061426
700	0.5040467992
701	0.5040244929
702	0.5040103673
703	0.5040000077
704	0.5039920621
705	0.5039826451
706	0.5039577822
707	0.5039400298
708	0.50392458
709	0.5039163482
710	0.5039107888
711	0.5039013638
712	0.5038916277
713	0.5038724477
714	0.5038506905
715	0.5038234054
716	0.5038122263
717	0.5038027055
718	0.5037785268
719	0.5037577003
720	0.5037398596
721	0.5037326657
722	0.5037184961
723	0.5036975464
724	0.5036736577
725	0.5036599814
726	0.5036496735
727	0.5036427022
728	0.5036287598
729	0.5036059647
730	0.5035914256
731	0.5035717404
732	0.5035543578
733	0.5035430122
734	0.5035223568
735	0.5035126375
736	0.5034919661
737	0.503478958
738	0.5034712388
739	0.503466578
740	0.5034511996
741	0.5034359207
742	0.5034298758
743	0.5034085004
744	0.5033985186
745	0.5033888947
746	0.5033762884
747	0.503368693
748	0.5033590294
749	0.5033413369
750	0.5033085447
751	0.5032819677
752	0.5032642389
753	0.5032567545
754	0.5032337408
755	0.5032222917
756	0.5032052633
757	0.5031926011
758	0.5031794063
759	0.5031668995
760	0.5031617853
761	0.503150181
762	0.5031373145
763	0.5031228348
764	0.5031107336
765	0.5030960595
766	0.5030779411
767	0.5030633377
768	0.5030498047
769	0.5030376317
770	0.5030232358
771	0.5030048191
772	0.5029780512
773	0.5029608036
774	0.502944622
775	0.5029253784
776	0.5029043491
777	0.5028892253
778	0.5028779907
779	0.5028655273
780	0.5028508571
781	0.5028287342
782	0.5028111766
783	0.5028041695
784	0.5027892644
785	0.5027719335
786	0.5027649939
787	0.5027532025
788	0.5027473486
789	0.5027366231
790	0.5027260885
791	0.502713315
792	0.5026965644
793	0.5026921581
794	0.5026755431
795	0.5026490099
796	0.5026402331
797	0.502632371
798	0.5026207825
799	0.5026023898
800	0.5025962934
801	0.5025816268
802	0.502572854
803	0.5025409401
804	0.5025276893
805	0.5025141801
806	0.502496889
807	0.5024786912
808	0.5024715012
809	0.5024579562
810	0.5024434235
811	0.5024303837
812	0.5024179843
813	0.502401377
814	0.5023959645
815	0.502379767
816	0.5023692483
817	0.5023549518
818	0.5023472725
819	0.5023313692
820	0.5023156053
821	0.5022991811
822	0.5022803231
823	0.5022694546
824	0.5022565777
825	0.5022364194
826	0.5022191321
827	0.5022099457
828	0.5021842504
829	0.5021746185
830	0.5021551958
831	0.502139734
832	0.5021181957
833	0.5021113675
834	0.5021027935
835	0.502091583
836	0.5020768807
837	0.5020692731
838	0.5020594425
839	0.5020534614
840	0.5020435157
841	0.5020345759
842	0.5020191657
843	0.5019992615
844	0.5019778743
845	0.5019601861
846	0.5019462636
847	0.501933176
848	0.5019153283
849	0.5019067142
850	0.5018912404
851	0.5018701473
852	0.5018498736
853	0.5018307774
854	0.5018228875
855	0.5018077002
856	0.50177824
857	0.5017692763
858	0.5017550393
859	0.5017351991
860	0.5017133626
861	0.5017071826
862	0.501686587
863	0.5016769473
864	0.5016602468
865	0.5016465748
866	0.5016324293
867	0.5016208528
868	0.5016042972
869	0.50158732
870	0.501565416
871	0.5015404497
872	0.501533188
873	0.5015256877
874	0.5015083011
875	0.501488942
876	0.5014756354
877	0.5014533142
878	0.5014482041
879	0.501425421
880	0.501411562
881	0.5013896617
882	0.5013720846
883	0.5013631289
884	0.50135539
885	0.5013441316
886	0.5013362178
887	0.5013187041
888	0.501300924
889	0.5012822531
890	0.5012594701
891	0.5012387947
892	0.501225035
893	0.5012133075
894	0.5012015283
895	0.5011960601
896	0.5011866554
897	0.5011741206
898	0.5011604205
899	0.5011435986
900	0.5011291706
901	0.5011166597
902	0.5011005897
903	0.5010760612
904	0.5010643411
905	0.5010520406
906	0.5010400585
907	0.5010291899
908	0.5010126147
909	0.5009970088
910	0.500975196
911	0.500956859
912	0.500943318
913	0.5009261674
914	0.5009038932
915	0.5008932911
916	0.5008807921
917	0.5008579456
918	0.500851376
919	0.5008390996
920	0.5008233317
921	0.5008061162
922	0.5007943689
923	0.5007844866
924	0.5007785848
925	0.5007661613
926	0.5007588599
927	0.5007473073
928	0.5007275185
929	0.5007217242
930	0.5007069306
931	0.5006818333
932	0.5006706227
933	0.5006546798
934	0.5006403471
935	0.5006221253
936	0.5006036134
937	0.5005852285
938	0.5005708048
939	0.5005591533
940	0.5005366446
941	0.5005102942
942	0.5004916389
943	0.5004831085
944	0.5004698697
945	0.5004546187
946	0.5004406219
947	0.5004281149
948	0.5004119929
949	0.5003958075
950	0.5003883908
951	0.5003775698
952	0.5003643946
953	0.5003560354
954	0.500345457
955	0.5003260781
956	0.5003195403
957	0.5003134955
958	0.5003033588
959	0.5002840077
960	0.5002640084
961	0.500251188
962	0.5002485911
963	0.5002410631
964	0.5002297968
965	0.5002158344
966	0.5001908046
967	0.5001765079
968	0.500168463
969	0.5001586164
970	0.5001463838
971	0.5001364538
972	0.5001245833
973	0.5001089463
974	0.5001052598
975	0.5001001854
976	0.5000970279
977	0.5000878295
978	0.500075525
979	0.5000619921
980	0.5000484749
981	0.5000361193
982	0.5000195041
983	0.5000148194
984	0.5000054301
985	0.4999887356
986	0.4999695555
987	0.4999509639
988	0.4999416542
989	0.4999289285
990	0.4999199886
991	0.4999079112
992	0.4998952412
993	0.4998834577
994	0.4998737104
995	0.4998622416
996	0.4998377486
997	0.4998216505
998	0.499815399
999	0.4998046167
